_;id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
339;306312;LOVINGLY RESTORED 100qm APARTMENT;1575292;Michel & Anne;Pankow;Helmholtzplatz;52.53991618482666;13.421763734758642;Entire home/apt;165;4;162;28/09/2018;2.01;2;268
340;306502;1,5 bedroom at Ku'damm close to IFA;1576481;Norman;Charlottenburg-Wilm.;Düsseldorfer Straße;52.49906745163028;13.312813664325631;Entire home/apt;70;4;3;29/09/2016;0.11;1;0
342;307587;Sunny apartment in Berlin Mitte;372612;Torsten;Mitte;Brunnenstr. Süd;52.53509116951422;13.398194289461651;Entire home/apt;69;2;8;01/05/2018;0.16;1;0
345;311703;Elegant 4 Room Apartment with 2 Bathrooms;1602903;Kathrin;Tempelhof - Schöneberg;Schöneberg-Nord;52.4959891694112;13.357160233002244;Entire home/apt;235;3;127;15/10/2018;1.62;1;276
350;316462;Central Mitte:Galleries/Bars/Rest.;98237;Damian;Mitte;Brunnenstr. Süd;52.528805431942864;13.38847176461706;Entire home/apt;84;1;234;17/10/2018;2.85;3;343
353;320279;STUDIO NEAR KASTANIENALLE;1641541;Stamatis;Mitte;Brunnenstr. Süd;52.5326740063382;13.40653417302562;Entire home/apt;77;7;56;30/10/2018;0.83;2;268
357;321378;TOP-FLOOR APARTM./ 2 roof terraces/ Kastanienallee;3062473;Robin;Mitte;Brunnenstr. Süd;52.5347078003907;13.403589093600688;Entire home/apt;149;1;126;26/09/2018;1.55;3;347
358;322463;Great value in Prenzlauer Berg, free parking;163384;Alan & Kasia;Pankow;Prenzlauer Berg Ost;52.54052599017757;13.43765050624436;Entire home/apt;87;3;273;31/10/2018;3.33;10;275
359;322520;Central studio w/ sunny GARDEN;163384;Alan & Kasia;Pankow;Prenzlauer Berg Nord;52.54228215090319;13.436394558227915;Entire home/apt;95;3;253;23/10/2018;3.09;10;265
369;326608;RealCozyAltbau in outgoingKreuzberg;1669920;Maurice;Friedrichshain-Kreuzberg;nördliche Luisenstadt;52.50220242715921;13.432926878003844;Entire home/apt;72;3;14;08/05/2017;0.18;1;0
372;328255;SUNNY & COSY FAMILY HOME (MAUERPARK) WiFi;1677535;Julia;Pankow;Prenzlauer Berg Südwest;52.53958306462327;13.407190549608334;Entire home/apt;70;5;34;31/10/2018;0.86;1;7
376;336482;Lovely city apartment in former East Berlin;1198319;Esther;Mitte;Alexanderplatz;52.52523085904556;13.40630958608578;Entire home/apt;95;4;16;23/09/2018;0.2;1;304
381;344986;Sunny Cosy Prenzlauer Berg Berlin;1293030;HaZaSu;Pankow;Prenzlauer Berg Südwest;52.53694697506237;13.420710099502529;Private room;70;2;141;21/10/2018;1.89;2;247
387;354033;5 separate+ruhige Ferienwohnungen;1792392;Petra Und Egbert;Treptow - Köpenick;Altglienicke;52.41264680660037;13.549880313647373;Entire home/apt;74;6;5;01/07/2016;0.1;1;352
394;362701;Stylish lodge in the heart of Kreuz;1832975;Ursula;Friedrichshain-Kreuzberg;nördliche Luisenstadt;52.50332881100493;13.43878167302309;Entire home/apt;89;3;313;14/09/2018;3.92;1;159
395;362874;Apartment in Neukölln/Kreuzberg;1833946;Johannes;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49087017605949;13.42356397574015;Entire home/apt;78;5;9;03/09/2018;0.11;1;0
397;363454;Apartment Berlin Kreuzberg;1836439;Alexander;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.493230157068176;13.411829873046427;Entire home/apt;82;3;180;03/11/2018;2.36;2;262
411;398962;SUNNY LOFT/ARTIST-SPACE IN NEUKÖLLN;1992886;Lukas;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.490690928623685;13.423302633136936;Entire home/apt;80;20;15;03/10/2016;0.19;1;58
412;399312;Bright and cosy flat wit balcony :);1994169;Anaís;Neukölln;Schillerpromenade;52.47636439980644;13.425452159668202;Entire home/apt;86;4;26;20/08/2018;0.34;1;173
413;400642;sunny and spacious 2-room flat;1999892;Doris;Charlottenburg-Wilm.;Neue Kantstraße;52.50301534556475;13.292804372974862;Entire home/apt;75;12;5;28/10/2015;0.1;1;0
416;401242;Beautiful & large in central Berlin;2002727;Daniel & Dietmar;Pankow;Helmholtzplatz;52.54049136983425;13.416037945922549;Entire home/apt;130;5;42;20/03/2018;0.55;1;0
417;404175;cozy and sunny Appt. in PRENZLBERG;536271;Josefine;Pankow;Helmholtzplatz;52.54106539536742;13.422480229854102;Entire home/apt;80;4;10;22/08/2018;0.54;1;310
418;408756;ZAZA - APARTMENT PRENZLAUER BERG;2035424;Björn;Pankow;Prenzlauer Berg Südwest;52.53877354563894;13.411182716466207;Entire home/apt;99;3;148;04/11/2018;1.95;1;216
419;409846;Artist Flat Mitte: Soho of Berlin;2040353;Ashild;Mitte;Alexanderplatz;52.52642135372985;13.38993149688277;Private room;180;2;12;23/09/2018;0.15;1;365
425;420114;Stylish Attic-Penthouse in Mitte/Kreuzberg;2089041;Tobias;Mitte;Alexanderplatz;52.514196468323824;13.415406043819395;Private room;100;3;51;10/09/2018;0.65;1;0
427;425411;Nice vacation apartment in Berlin-Mitte;2115002;Hans;Mitte;Brunnenstr. Süd;52.53052158154372;13.390029089670795;Entire home/apt;70;2;115;05/11/2018;4.49;2;140
428;425487;Nice and quiet apartment in Berlin-Mitte;2115002;Hans;Mitte;Brunnenstr. Süd;52.52917695324283;13.388011952714924;Entire home/apt;85;2;90;05/11/2018;1.13;2;127
430;429677;90 m² Family Base @ Kreuzberg /Gräfekiez;2100173;Nicolai;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49197274827641;13.414659231299328;Entire home/apt;75;7;0;;;1;0
438;439089;Spacious & Sunny in Prenzlauer Berg;2099340;Amanda;Pankow;Helmholtzplatz;52.54122385895453;13.4134272097151;Entire home/apt;95;15;0;;;1;1
443;450325;gorgeous old chocolate factory;2236088;Ingo;Pankow;Prenzlauer Berg Südwest;52.53850807086277;13.40685883897752;Entire home/apt;109;60;55;08/07/2018;0.69;1;155
444;452164;In the middle of Mitte and green!;2246564;Kim;Mitte;Brunnenstr. Süd;52.53110408336511;13.388506982556049;Entire home/apt;130;5;6;13/04/2017;0.09;1;252
445;456839;Charming converted cottage;1981166;Ilka;Steglitz - Zehlendorf;Zehlendorf  Nord;52.43719560660183;13.242451106699964;Entire home/apt;90;2;13;05/10/2018;0.17;1;339
446;456902;Maisonette Apartment in Kreuzberg;2271792;Stefan;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49295223354307;13.412857534622262;Entire home/apt;83;2;211;01/11/2018;2.77;1;254
447;458586;You are looking for peace and relax;978210;Hannelore;Pankow;Karow;52.603266043540295;13.48191387582428;Entire home/apt;70;2;77;03/11/2018;1.02;1;352
449;458800;Beautiful 3BR, Excellent location;2281237;Antje;Pankow;Helmholtzplatz;52.54040836422394;13.421441218825596;Entire home/apt;209;2;10;29/10/2018;0.13;2;5
450;462459;COOL BERLIN MITTE FLAT;311022;Antonia;Pankow;Prenzlauer Berg Südwest;52.532849336953326;13.419731664983226;Entire home/apt;70;4;9;31/05/2018;0.11;1;0
455;473386;Schoeneberg, KaDeWe, Gay Area (201);2347025;Alex;Charlottenburg-Wilm.;Düsseldorfer Straße;52.49952195530869;13.33616916039435;Entire home/apt;95;60;67;21/10/2018;0.87;2;325
458;477515;Apartment in Prenslauerberg, Mitte,;2366664;Torsten;Pankow;Helmholtzplatz;52.543973392929374;13.419565819803038;Entire home/apt;189;3;107;03/11/2018;1.4;1;344
460;478015;Sunny and Spacious Design Apartment;2368302;Viktoria;Tempelhof - Schöneberg;Schöneberg-Nord;52.49824444152868;13.353819312695578;Entire home/apt;85;3;42;17/09/2018;0.54;2;93
469;493539;Spend the night in the oldest house in Berlin!;2437942;Marius;Mitte;Alexanderplatz;52.51736391557586;13.415290385441535;Entire home/apt;125;1;234;28/10/2018;6.43;2;359
472;499342;Central, bright & charming in Mitte;955509;Karsten;Mitte;Brunnenstr. Süd;52.53568861617721;13.378662856871816;Entire home/apt;75;2;267;23/10/2018;3.51;3;314
473;499353;Central & tasteful apt in Mitte;955509;Karsten;Mitte;Brunnenstr. Süd;52.53691512687799;13.380002390610205;Entire home/apt;75;2;227;22/10/2018;3.04;3;324
474;500641;Kollwitzplatz - Prenzlauer Berg;2470260;Izabela;Pankow;Prenzlauer Berg Südwest;52.53873037454047;13.41449218551495;Entire home/apt;73;4;152;19/10/2018;2.14;2;0
476;502598;Casa Marfisa: great location, Mitte;2480274;Marfisa;Mitte;Brunnenstr. Süd;52.53363699640833;13.400973272723244;Entire home/apt;98;3;7;30/06/2017;0.09;2;0
478;507671;Best Location in Berlin-Kreuzberg;1471309;Ori;Friedrichshain-Kreuzberg;südliche Luisenstadt;52.49471763416499;13.427073008771398;Entire home/apt;80;2;45;22/10/2018;0.58;1;293
483;511935;high standard 170sqm rooftop w/2ter in Schöneberg;2494425;Manuel;Tempelhof - Schöneberg;Schöneberg-Süd;52.48891897544427;13.350346386958876;Entire home/apt;235;4;51;09/10/2018;0.67;2;347
486;515145;Attic near Checkpoint Charlie;2537112;Adam;Friedrichshain-Kreuzberg;Südliche Friedrichstadt;52.50490204751287;13.399174983466954;Entire home/apt;115;3;99;20/09/2017;1.28;1;66
488;517990;great 3 room apartment - great location;98130;Samuel;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49025220720894;13.395124858848488;Entire home/apt;79;7;0;;;1;0
491;520538;Apart. Prenzlb./Helmholtzplatz WiFi;2561273;Anett;Pankow;Helmholtzplatz;52.54377218117116;13.418624064748428;Entire home/apt;99;2;61;11/08/2018;0.79;2;269
493;525162;Designer Loft in Berlin, Germany;2581736;Sandra;Pankow;Prenzlauer Berg Süd;52.533499002249634;13.427622460447498;Entire home/apt;160;3;2;02/04/2018;0.05;1;0
497;533155;1 Room Studio-Complete privacy, separate entrance.;2619552;Edward;Mitte;Moabit West;52.52494986299267;13.329589293770988;Private room;90;3;90;10/09/2018;1.17;2;153
499;533864;new, stylish, comfortable, center;2625980;Ben;Mitte;Alexanderplatz;52.5060690971576;13.422312908387983;Entire home/apt;100;4;44;10/10/2018;0.59;1;214
502;537442;Kreuzberg, danish design, quiet!;219690;Henrik;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49452209753039;13.411940116486678;Entire home/apt;80;3;72;24/09/2018;0.95;1;30
505;541020;Charming apartment on KU-DAMM;2659582;Vladyslav;Charlottenburg-Wilm.;Neue Kantstraße;52.49951589925323;13.302111471850727;Entire home/apt;80;4;15;19/06/2017;0.2;3;0
506;541288;10 MINUTES TO THE POTSDAMERPLATZ;2659582;Vladyslav;Steglitz - Zehlendorf;Albrechtstr.;52.44991445446831;13.34827823062736;Entire home/apt;80;4;3;07/12/2015;0.05;3;0
507;541569;Apartment near Mauerpark;2662493;Silke;Pankow;Prenzlauer Berg Nordwest;52.54857899985899;13.399929322913176;Entire home/apt;68;2;166;23/10/2018;2.16;1;219
508;542316;by the lake;2677541;Dimitri;Treptow - Köpenick;Schmöckwitz/Karolinenhof/Rauchfangswerder;52.34620285150367;13.644671305664918;Entire home/apt;99;2;2;17/06/2016;0.03;4;0
511;545037;ROOF TERRACE DREAM CHARLOTTENBURG;2690936;Britt;Charlottenburg-Wilm.;Neue Kantstraße;52.50579836295017;13.29771343613589;Entire home/apt;70;30;3;04/04/2016;0.04;1;159
512;545065;Nice modern flat in Berlin-City;2678998;Barbara & Patrick;Friedrichshain-Kreuzberg;Frankfurter Allee Süd FK;52.5097072012348;13.452684423155516;Entire home/apt;85;3;8;28/02/2018;0.35;1;0
514;550621;3 rooms at 100 m2 perfect also for families;2706150;Rolf;Pankow;Prenzlauer Berg Südwest;52.53457589940278;13.411293683127782;Entire home/apt;79;1;2;16/10/2014;0.03;1;0
516;551644;Charming, sunny, clean central flat;2711079;Lena;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49193361833788;13.410419105354665;Private room;69;20;15;11/06/2016;0.28;1;0
519;556691;Beautiful Large Apartment in Mitte!;344615;Melissa;Mitte;Brunnenstr. Nord;52.54013788471488;13.3732224554135;Entire home/apt;120;3;5;25/02/2018;0.07;1;248
521;559794;Berlinesque Charme in Neukölln;2746801;Carolin;Neukölln;Schillerpromenade;52.48127250757196;13.423196342639956;Entire home/apt;70;7;6;15/08/2016;0.08;1;323
523;563505;MINI KINO BERLIN;783178;Raphael;Charlottenburg-Wilm.;Kurfürstendamm;52.50373313802653;13.309323465307642;Entire home/apt;75;3;29;15/10/2018;0.67;2;329
526;566841;2-room apartment in Friedrichshain;2788076;Thomas;Friedrichshain-Kreuzberg;Karl-Marx-Allee-Süd;52.51374248367387;13.451837612704155;Entire home/apt;75;3;18;04/11/2018;1.28;2;12
533;573259;1 bedroom in beautiful 3 room apt Berlin Mitte;2820919;Michael;Mitte;Moabit West;52.5251097766005;13.33860605515606;Private room;120;2;6;13/08/2018;0.17;1;0
539;580013;Gorgeous Delux Apartment near Kudamm, KaDeWe;308441;Amit;Tempelhof - Schöneberg;Schöneberg-Nord;52.49977893024366;13.343653075358874;Entire home/apt;76;4;117;05/11/2018;1.52;3;284
540;582053;Beautiful Flat in Prenzlauer Berg;2865743;Britta;Pankow;Prenzlauer Berg Südwest;52.53761347643755;13.423473596191116;Entire home/apt;70;3;37;07/10/2018;0.5;1;0
546;588011;Kreuzberg idyll on the Landwehrkana;2900624;Leo;Neukölln;Reuterstraße;52.49278854872381;13.426902887073286;Entire home/apt;100;3;103;28/10/2018;1.34;1;184
553;592020;Berlin, canalside loft-like living;214457;Aidan;Steglitz - Zehlendorf;Lankwitz;52.443541765792375;13.337008848454262;Entire home/apt;70;3;11;26/10/2018;0.22;1;265
557;594027;spacious Apartment in best area in Mitte;2933986;Serpil & Ariane;Mitte;Alexanderplatz;52.52774083337256;13.40778127831125;Entire home/apt;160;4;61;18/10/2018;1.9;2;26
558;594032;NEW City West apt. for 8 people;2933986;Serpil & Ariane;Charlottenburg-Wilm.;Halensee;52.49739530069231;13.302588936027284;Entire home/apt;140;4;43;14/10/2018;1.39;2;69
559;594495;Spacious Top Floor 4 Rooms Children;2453841;Marc;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49354165843861;13.416756571226626;Entire home/apt;70;14;3;19/08/2016;0.04;2;0
560;595231;Spacious, sunny studio in the heart of Kreuzberg!;2941249;Erica;Friedrichshain-Kreuzberg;nördliche Luisenstadt;52.501521482871695;13.415840271334323;Entire home/apt;70;2;9;05/07/2018;0.35;1;0
563;598407;Small Paradise in Berlin Kreuzberg (2 bath rooms);2958863;Gregor;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.4928171170776;13.412605921968062;Entire home/apt;98;30;74;15/10/2018;0.98;3;353
564;598982;Altbau Kreuzberg Wienerstrasse;1629714;Ilias;Friedrichshain-Kreuzberg;südliche Luisenstadt;52.495711124705615;13.434313096921802;Entire home/apt;120;60;54;01/07/2018;0.72;1;310
565;603252;Lovely Lodging in Lively Kreuzberg!;944791;Franz;Friedrichshain-Kreuzberg;südliche Luisenstadt;52.49725358127743;13.434861039149176;Private room;76;5;47;16/09/2018;0.62;1;0
566;604068;Beautiful Spacious Berlin Flat;1315569;Greg & Emmy;Mitte;Parkviertel;52.54587419304707;13.34845966958513;Entire home/apt;80;8;9;13/05/2017;0.12;2;0
568;606926;My home in Berlin might be yours !;3006939;Yves;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52.52114367801971;13.454405921421468;Entire home/apt;75;3;59;15/10/2018;0.78;1;306
569;609459;Sunny 4room apartment in Schöneberg;3021382;Anna;Tempelhof - Schöneberg;Schöneberg-Süd;52.48120282578599;13.35900665372008;Private room;70;7;0;;;1;0
570;609824;Huge / belle étage in Kreuzberg;1328250;Hella;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49437527910637;13.418748119530282;Entire home/apt;95;3;19;08/08/2018;0.25;1;190
571;610496;Studio Chérie -  rental studio  1;455176;Renan;Neukölln;Reuterstraße;52.49049693560392;13.424651553608117;Entire home/apt;235;2;26;02/09/2018;0.35;3;9
572;612197;Top Roof in Berlin Mitte/Alexview;1907484;Marc;Mitte;Alexanderplatz;52.52669745620128;13.40413633737923;Entire home/apt;100;3;17;21/05/2018;0.22;1;2
575;617544;Comfortable summer house;907038;Katarina-Susanne;Pankow;Prenzlauer Berg Ost;52.53882638692289;13.455827444246909;Entire home/apt;80;3;45;22/10/2018;0.6;2;361
579;618234;Sunny Apt in the Best Neighbourhood;2888630;Carlos;Neukölln;Reuterstraße;52.48996617921188;13.434833893574163;Entire home/apt;85;3;44;20/05/2018;0.66;1;0
584;626779;Sunny 2 rooms, balcony & desk, South East Central;3111255;Jens;Treptow - Köpenick;Alt  Treptow;52.4953479263592;13.457010965490973;Entire home/apt;99;3;29;10/10/2018;0.54;1;331
585;626782;Beautiful 4-bedroom in the center;3111299;Sophie;Mitte;Brunnenstr. Süd;52.53498146417343;13.405208788815347;Entire home/apt;100;4;9;13/10/2014;0.12;1;0
588;632824;Nice loft in the heart of Kreuzberg;836165;Momme;Friedrichshain-Kreuzberg;südliche Luisenstadt;52.4982970643254;13.424235789165362;Entire home/apt;109;5;13;25/06/2017;0.17;1;0
591;633881;Nice Rooms very central in Berlin;3155823;Miguel;Pankow;Prenzlauer Berg Südwest;52.53867103513591;13.416689774370298;Private room;102;1;150;19/10/2018;1.99;1;325
593;636713;bright and sunny at the canal;3174481;Pia;Neukölln;Reuterstraße;52.48527478456371;13.44206435136562;Entire home/apt;69;2;15;01/05/2016;0.2;1;67
598;639988;Hassle-free flat in Berlin Center;882841;Johannes;Pankow;Helmholtzplatz;52.54152565550572;13.41912054512244;Entire home/apt;85;4;10;29/10/2018;0.14;3;0
600;642955;Sexy flat  in Mitte - great view - super central;3214630;Maddalena;Mitte;Brunnenstr. Süd;52.52953044813936;13.395901148514096;Entire home/apt;89;2;69;07/10/2018;0.91;1;1
607;653677;WONDERFUL ROOF RIVERSIDE APARTMENT;3287639;Simone;Friedrichshain-Kreuzberg;südliche Luisenstadt;52.49322493296408;13.432579658751004;Entire home/apt;95;4;66;31/10/2018;0.89;1;22
610;656248;Cosy appartement at Prenzlauer Berg;3304821;Franziska;Pankow;Helmholtzplatz;52.546270487860205;13.413629958683789;Entire home/apt;69;4;139;03/11/2018;1.95;1;7
613;661030;big quiet loftstyle flat in Mitte;3337400;Sue;Pankow;Prenzlauer Berg Süd;52.5278882192029;13.416872904837616;Entire home/apt;120;5;24;28/10/2018;0.32;1;20
615;661782;super-central, green and modern;201003;Ben;Mitte;Moabit Ost;52.51427205846432;13.336346401545669;Entire home/apt;75;61;55;05/07/2018;0.74;2;108
616;665882;beautiful 3-room flat in Neukölln;3365958;Karoline;Neukölln;Neuköllner Mitte/Zentrum;52.48157858383619;13.429144703145388;Entire home/apt;80;2;5;28/04/2016;0.07;1;0
618;667608;amazing artist loft - Kreuzberg;174970;Judith;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.4879601357683;13.420722943313654;Entire home/apt;200;3;10;09/06/2016;0.2;2;0
621;668847;Charming Designer Apt in Kreuzberg;2954530;Silvia;Friedrichshain-Kreuzberg;südliche Luisenstadt;52.4980419923591;13.436516048043442;Entire home/apt;78;2;16;11/09/2018;0.22;1;310
623;668962;bright cosy flat at Kottbusser Tor;3386222;Daniel;Friedrichshain-Kreuzberg;Südliche Friedrichstadt;52.498402331491256;13.41500362735782;Entire home/apt;75;1;18;22/09/2016;0.27;2;0
626;671151;Sunny and quiet apartment with view over Berlin;2258249;Renata;Mitte;Alexanderplatz;52.52867033444604;13.383160694731735;Entire home/apt;208;6;5;09/04/2018;0.18;1;0
627;671322;A beautiful & central home for you;275238;Ciska;Pankow;Prenzlauer Berg Süd;52.53218046894248;13.421034850861814;Entire home/apt;80;10;5;07/08/2018;0.07;2;88
629;676548;Privat Room  in Flat/ Schoeneberg;3438768;Beate;Tempelhof - Schöneberg;Schöneberg-Nord;52.49315387930496;13.357573307937042;Private room;68;2;38;16/09/2018;0.6;1;0
632;680999;Rosenthaler Platz 60qm Loft Flat;961411;Howy;Mitte;Brunnenstr. Süd;52.52975607445087;13.396808203382957;Entire home/apt;79;3;62;19/10/2018;1.17;2;335
636;682637;Cosy, light-flooded, beauteous flat;3478314;Lisa;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.48886337880543;13.39416340223016;Entire home/apt;78;2;20;17/09/2018;0.38;1;2
638;682854;Bright and beautiful in Berlin;33355;Doug;Mitte;Moabit Ost;52.53407006223733;13.360632058814982;Entire home/apt;95;3;6;16/02/2014;0.09;1;0
640;685944;Center - Artist Studio with Garden;1517951;Claudia;Mitte;Tiergarten Süd;52.50261467779311;13.36336051253269;Entire home/apt;125;3;171;14/10/2018;2.4;1;241
641;687582;Charming apartment in Kreuzberg;3509262;Kemal;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.49621368690396;13.399476026279013;Entire home/apt;78;3;106;19/10/2018;2.0;1;50
644;689619;Great Heaven over Berlin;992307;Judith;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52.487145886002;13.380192265796156;Entire home/apt;100;4;2;19/07/2015;0.03;1;0
647;691469;Luxury Loft with Roof-Deck;3534809;Stefan;Friedrichshain-Kreuzberg;südliche Luisenstadt;52.49598892095235;13.436480690167231;Entire home/apt;100;10;18;24/07/2018;0.25;4;5
649;694871;142 m² = 1530 ft² ♥LOFT♥FLAT in Friedrichshain;1312190;Davide;Friedrichshain-Kreuzberg;Frankfurter Allee Süd FK;52.514323404496125;13.454052563525966;Entire home/apt;195;3;77;28/10/2018;1.14;2;180
651;696647;Beautiful Arkonaplatz, Berlin-Mitte;3567548;Hanneke;Mitte;Brunnenstr. Süd;52.53871631467474;13.405154970513442;Private room;80;3;8;11/04/2016;0.13;1;0
652;697887;Loft Apartment / studio;3576166;Tine;Pankow;Prenzlauer Berg Nordwest;52.54981024650206;13.407016102229637;Entire home/apt;75;2;197;24/10/2018;2.67;1;301
